date,PM10,NO2,O3
2015-08-07,27.39,16.22086956521739,108.87083333333334
2015-08-08,15.63,10.842916666666667,83.76083333333334
2015-08-09,10.51,6.883333333333333,55.9475
2015-08-10,10.24,9.455217391304348,70.04583333333333
2015-08-11,17.43,10.30125,77.58333333333333
2015-08-12,21.850000000000005,14.628333333333332,90.85208333333333
2015-08-13,21.02,14.499130434782609,79.79458333333334
2015-08-14,9.13,9.459583333333333,60.35875000000001
2015-08-15,4.98,6.100833333333333,65.95916666666666
2015-08-16,4.29,6.192173913043478,54.430416666666666
2015-08-17,7.61,7.252083333333334,65.23666666666666
2015-08-18,8.85,10.400833333333333,56.67124999999999
2015-08-19,10.51,12.429130434782609,63.67666666666667
2015-08-20,10.24,12.129166666666668,65.91333333333334
2015-08-21,11.199999999999998,14.162916666666668,75.12958333333333
2015-08-22,11.89,14.832608695652173,80.63625
2015-08-23,12.72,12.600416666666668,60.312916666666666
2015-08-24,7.61,13.687916666666666,41.49375
2015-08-25,8.99,12.06304347826087,51.343333333333334
2015-08-26,14.11,15.162083333333333,55.91583333333333
2015-08-27,18.26,15.329583333333334,81.41541666666667
2015-08-28,17.98,16.51695652173913,85.85541666666667
2015-08-29,18.53,13.999583333333334,83.88208333333334
2015-08-30,15.770000000000001,8.424583333333333,93.63
2015-08-31,23.929999999999996,14.02608695652174,87.31958333333334
2015-09-01,15.08,15.043750000000001,65.07291666666667
2015-09-02,6.22,9.563333333333334,58.92541666666667
2015-09-03,11.07,17.148260869565217,52.10375
2015-09-04,10.1,15.44625,62.32541666666666
2015-09-05,5.12,7.360416666666667,69.01333333333334
2015-09-06,4.84,6.531739130434782,57.54
2015-09-07,6.78,8.049583333333333,75.59166666666667
2015-09-08,11.339999999999998,13.253749999999998,63.20333333333334
2015-09-09,17.84,13.86826086956522,69.26833333333333
2015-09-10,12.03,12.018749999999999,74.06458333333333
2015-09-11,14.38,11.939166666666667,72.35375
2015-09-12,11.76,7.809565217391304,77.67416666666666
2015-09-13,7.05,8.089166666666667,67.05208333333333
2015-09-14,4.98,12.393333333333333,57.856249999999996
2015-09-15,10.24,17.05608695652174,45.39791666666667
2015-09-16,11.339999999999998,17.59625,37.64791666666667
2015-09-17,6.5,13.214166666666666,59.91041666666666
2015-09-18,8.02,14.474782608695653,36.772083333333335
2015-09-19,6.78,10.898333333333333,44.29208333333333
2015-09-20,4.98,7.315833333333333,58.21
2015-09-21,15.21,21.05304347826087,44.137499999999996
2015-09-22,10.93,11.875,54.05625
2015-09-23,6.09,17.434583333333332,42.442083333333336
2015-09-24,8.16,14.67086956521739,44.270833333333336
2015-09-25,11.479999999999999,16.42478260869565,46.91958333333333
2015-09-26,12.72,12.94375,46.40291666666667
2015-09-27,13.28,8.141739130434782,51.84
2015-09-28,11.62,9.188333333333334,64.61708333333333
2015-09-29,13.0,15.71625,47.51666666666667
2015-09-30,15.910000000000002,15.098260869565218,42.749583333333334
2015-10-01,17.57,17.195,42.40416666666667
2015-10-02,29.179999999999996,26.65095238095238,24.777083333333334
2015-10-03,17.84,21.797083333333333,28.755416666666665
2015-10-04,7.47,11.073478260869566,52.55166666666667
2015-10-05,12.17,20.08375,25.866249999999997
2015-10-06,8.44,21.32,17.922916666666666
2015-10-07,6.64,19.168333333333333,36.43833333333333
2015-10-08,10.51,19.077391304347824,26.56681818181818
2015-10-09,14.94,21.439999999999998,25.732916666666668
2015-10-10,14.520000000000001,12.690434782608696,26.107916666666668
2015-10-11,11.339999999999998,10.81875,34.0925
2015-10-12,21.850000000000005,23.153478260869566,14.659166666666666
2015-10-13,17.57,18.02375,29.027083333333334
